,Date,Bulletin,Obs Code,Residual RA,Residual Dec,Num,Magnitude,Magnitude Obs Code,Obs Code Agreement,Diagonal Residual
2098,4/11/2022,2022-G162,654,0.0,0.0,16,20.9,654,True,0.0
2099,4/11/2022,2022-G162,654,0.1,0.1,17,20.9,654,True,0.14142135623730953
2100,4/11/2022,2022-G162,474,0.2,0.3,19,20.9,474,True,0.36055512754639896
2101,4/11/2022,2022-G162,474,0.1,0.1,20,20.6,474,True,0.14142135623730953
2102,4/11/2022,2022-G162,474,0.1,0.1,21,20.5,474,True,0.14142135623730953
2103,4/11/2022,2022-G162,474,0.1,0.1,22,20.7,474,True,0.14142135623730953
2104,4/11/2022,2022-G162,I52,0.1,0.8,23,20.56,I52,True,0.806225774829855
2105,4/11/2022,2022-G162,I52,0.4,0.8,24,21.47,I52,True,0.894427190999916
2106,4/11/2022,2022-G162,I52,0.6,0.0,25,21.31,I52,True,0.6
2107,4/11/2022,2022-G162,I52,0.4,0.1,26,20.39,I52,True,0.4123105625617661
2108,4/24/2022,2022-H45 ,G96,0.2,1.0,1,21.2,G96,True,1.019803902718557
2109,4/24/2022,2022-H45 ,G96,0.5,0.2,2,21.9,G96,True,0.5385164807134505
2110,4/24/2022,2022-H45 ,G96,0.4,0.1,3,21.2,G96,True,0.4123105625617661
2111,4/24/2022,2022-H45 ,G96,0.5,0.0,4,20.26,G96,True,0.5
2112,4/24/2022,2022-H45 ,G96,0.5,0.1,5,19.95,G96,True,0.5099019513592785
2113,4/24/2022,2022-H45 ,G96,0.6,0.2,6,20.13,G96,True,0.6324555320336759
2114,4/24/2022,2022-H45 ,H21,0.5,0.7,7,20.1,H21,True,0.8602325267042626
2115,4/24/2022,2022-H45 ,H21,0.2,0.7,8,20.3,H21,True,0.7280109889280517
2116,4/24/2022,2022-H45 ,H21,0.2,0.2,9,20.1,H21,True,0.28284271247461906
2117,4/24/2022,2022-H45 ,I52,0.5,0.4,10,20.19,I52,True,0.6403124237432849
2118,4/24/2022,2022-H45 ,I52,1.0,0.1,11,19.84,I52,True,1.004987562112089
2119,4/24/2022,2022-H45 ,I52,0.1,0.3,12,20.6,I52,True,0.31622776601683794
2120,4/24/2022,2022-H45 ,I52,0.1,0.3,13,20.34,I52,True,0.31622776601683794
2121,4/24/2022,2022-H45 ,W34,0.2,0.2,14,,W34,True,0.28284271247461906
2122,4/24/2022,2022-H45 ,W34,0.1,0.2,15,,W34,True,0.223606797749979
2123,4/24/2022,2022-H45 ,W34,0.4,0.2,16,20.0,W34,True,0.447213595499958
2124,4/24/2022,2022-H45 ,H21,0.2,0.2,17,20.3,H21,True,0.28284271247461906
2125,4/24/2022,2022-H45 ,H21,0.0,0.1,18,20.5,H21,True,0.1
2126,4/24/2022,2022-H45 ,H21,0.5,0.1,19,20.3,H21,True,0.5099019513592785
2127,4/24/2022,2022-H45 ,I52,0.4,0.5,20,19.75,I52,True,0.6403124237432849
2128,4/24/2022,2022-H45 ,I52,0.3,0.0,21,20.33,I52,True,0.3
2129,4/24/2022,2022-H45 ,I52,0.0,0.1,22,19.92,I52,True,0.1
2130,4/24/2022,2022-H45 ,I52,4.8,0.7,23,19.71,I52,True,4.850773134253961
2131,4/24/2022,2022-H45 ,654,0.2,0.2,24,20.1,654,True,0.28284271247461906
2132,4/24/2022,2022-H45 ,654,0.1,0.1,25,20.4,654,True,0.14142135623730953
2133,4/24/2022,2022-H45 ,654,0.1,0.0,26,20.4,654,True,0.1
2134,4/24/2022,2022-H45 ,I93,0.2,0.1,27,19.8,I93,True,0.223606797749979
2135,4/24/2022,2022-H45 ,I93,0.4,0.4,28,20.1,I93,True,0.5656854249492381
2136,4/24/2022,2022-H45 ,I93,0.8,0.0,29,20.4,I93,True,0.8
2137,4/24/2022,2022-H45 ,J95,0.3,0.2,30,20.0,J95,True,0.36055512754639896
2138,4/24/2022,2022-H45 ,J95,0.5,0.1,31,20.0,J95,True,0.5099019513592785
2139,4/24/2022,2022-H45 ,J95,0.3,0.4,32,19.8,J95,True,0.5
2140,4/24/2022,2022-H47 ,G96,0.1,0.4,1,20.65,G96,True,0.4123105625617661
2141,4/24/2022,2022-H47 ,G96,0.0,0.1,2,20.51,G96,True,0.1
2142,4/24/2022,2022-H47 ,G96,0.0,0.1,3,21.17,G96,True,0.1
2143,4/24/2022,2022-H47 ,G96,0.1,0.2,4,20.76,G96,True,0.223606797749979
2144,4/24/2022,2022-H47 ,I52,0.1,1.6,5,,I52,True,1.6031219541881399
2145,4/24/2022,2022-H47 ,I52,1.2,0.5,6,20.97,I52,True,1.3
2146,4/24/2022,2022-H47 ,I52,0.1,0.1,7,20.59,I52,True,0.14142135623730953
2147,4/24/2022,2022-H47 ,I52,0.1,0.0,8,20.93,I52,True,0.1
2148,4/24/2022,2022-H47 ,I52,0.1,0.3,9,20.31,I52,True,0.31622776601683794
2149,4/24/2022,2022-H47 ,I52,0.0,0.1,10,20.56,I52,True,0.1
2150,4/24/2022,2022-H47 ,I52,0.2,0.5,11,20.5,I52,True,0.5385164807134505
2151,4/24/2022,2022-H47 ,I52,0.3,0.7,12,20.92,I52,True,0.7615773105863908
2152,4/24/2022,2022-H47 ,H21,0.0,0.1,13,20.6,H21,True,0.1
2153,4/24/2022,2022-H47 ,H21,0.2,0.1,14,20.8,H21,True,0.223606797749979
2154,4/24/2022,2022-H47 ,H21,0.4,0.0,15,20.6,H21,True,0.4
2155,4/24/2022,2022-H47 ,654,0.1,0.2,16,20.7,654,True,0.223606797749979
2156,4/24/2022,2022-H47 ,658,2.9,2.5,17,,658,True,3.8288379438153295
2157,4/24/2022,2022-H47 ,658,2.3,1.9,18,,658,True,2.9832867780352594
2158,4/24/2022,2022-H47 ,654,0.0,0.0,19,20.6,654,True,0.0
2159,4/24/2022,2022-H47 ,658,1.7,1.5,20,,658,True,2.2671568097509267
2160,4/24/2022,2022-H47 ,658,1.3,0.9,21,,658,True,1.5811388300841898
2161,4/24/2022,2022-H47 ,658,0.7,0.6,22,,658,True,0.9219544457292886
2162,4/24/2022,2022-H47 ,654,0.1,0.1,23,20.7,654,True,0.14142135623730953
2163,4/24/2022,2022-H47 ,I93,0.2,0.2,24,20.4,I93,True,0.28284271247461906
2164,4/24/2022,2022-H47 ,I93,0.5,0.1,25,20.5,I93,True,0.5099019513592785
2165,4/24/2022,2022-H47 ,I93,0.0,0.8,26,20.4,I93,True,0.8
2166,4/25/2022,2022-H52 ,G96,0.8,0.4,1,19.47,G96,True,0.894427190999916
2167,4/25/2022,2022-H52 ,G96,0.3,0.5,2,19.91,G96,True,0.58309518948453
2168,4/25/2022,2022-H52 ,G96,1.1,0.3,3,,G96,True,1.140175425099138
2169,4/25/2022,2022-H52 ,G96,2.3,0.4,4,19.89,G96,True,2.33452350598575
2170,4/25/2022,2022-H52 ,807,0.2,0.3,5,19.9,807,True,0.36055512754639896
2171,4/25/2022,2022-H52 ,807,0.0,0.1,6,20.0,807,True,0.1
2172,4/25/2022,2022-H52 ,807,0.1,0.1,7,19.5,807,True,0.14142135623730953
2173,4/25/2022,2022-H52 ,I52,0.4,0.0,8,19.75,I52,True,0.4
2174,4/25/2022,2022-H52 ,I52,0.5,0.0,9,19.5,I52,True,0.5
2175,4/25/2022,2022-H52 ,I52,0.0,0.2,10,19.49,I52,True,0.2
2176,4/25/2022,2022-H52 ,I52,0.1,0.2,11,20.26,I52,True,0.223606797749979
2177,4/25/2022,2022-H52 ,J95,0.6,0.3,13,19.5,J95,True,0.6708203932499369
2178,4/25/2022,2022-H52 ,958,0.1,0.1,14,19.3,958,True,0.14142135623730953
2179,4/25/2022,2022-H52 ,J95,0.3,0.4,15,19.4,J95,True,0.5
2180,4/25/2022,2022-H52 ,J95,0.7,0.0,16,20.0,J95,True,0.7
2181,4/25/2022,2022-H52 ,I93,0.1,0.8,17,19.9,I93,True,0.806225774829855
2182,4/25/2022,2022-H52 ,958,1.0,1.1,18,,958,True,1.4866068747318506
2183,4/25/2022,2022-H52 ,I93,0.5,0.5,19,20.1,I93,True,0.7071067811865476
2184,4/25/2022,2022-H52 ,I93,0.0,0.1,20,19.5,I93,True,0.1
2185,4/25/2022,2022-H52 ,958,0.8,0.1,21,,958,True,0.806225774829855
2186,4/25/2022,2022-H52 ,L01,0.7,0.2,22,20.1,L01,True,0.7280109889280517
2187,4/25/2022,2022-H52 ,L01,0.1,0.1,23,20.0,L01,True,0.14142135623730953
2188,4/25/2022,2022-H52 ,L01,0.1,0.4,25,19.6,L01,True,0.4123105625617661
2189,4/25/2022,2022-H52 ,807,0.1,0.0,27,20.1,807,True,0.1
2190,4/25/2022,2022-H52 ,807,0.2,0.2,28,19.6,807,True,0.28284271247461906
2191,4/25/2022,2022-H52 ,W34,1.1,0.2,30,20.2,W34,True,1.118033988749895
2192,4/25/2022,2022-H52 ,W34,0.5,0.2,31,20.3,W34,True,0.5385164807134505
2193,4/25/2022,2022-H52 ,654,0.1,0.1,33,20.0,654,True,0.14142135623730953
2194,4/25/2022,2022-H52 ,654,0.3,0.0,34,20.2,654,True,0.3
2195,4/25/2022,2022-H57 ,F52,0.1,0.1,1,21.7,F52,True,0.14142135623730953
2196,4/25/2022,2022-H57 ,F52,0.2,0.1,2,21.9,F52,True,0.223606797749979
2197,4/25/2022,2022-H57 ,F52,0.0,0.0,3,21.75,F52,True,0.0
2198,4/25/2022,2022-H57 ,F52,0.1,0.2,4,21.65,F52,True,0.223606797749979
2199,4/25/2022,2022-H57 ,F52,0.1,0.2,5,20.97,F52,True,0.223606797749979
2200,4/25/2022,2022-H57 ,F52,0.2,0.1,6,21.15,F52,True,0.223606797749979
2201,4/25/2022,2022-H57 ,F52,0.0,0.0,7,21.44,F52,True,0.0
2202,4/25/2022,2022-H57 ,F52,0.1,0.3,8,21.66,F52,True,0.31622776601683794
2203,4/25/2022,2022-H57 ,F52,0.2,0.1,9,21.15,F52,True,0.223606797749979
2204,4/25/2022,2022-H57 ,291,0.0,0.0,10,,291,True,0.0
2205,4/25/2022,2022-H57 ,291,0.1,0.2,11,,291,True,0.223606797749979
2206,4/25/2022,2022-H57 ,654,0.1,0.2,12,21.2,654,True,0.223606797749979
2207,4/25/2022,2022-H57 ,654,0.0,0.2,13,21.2,654,True,0.2
2208,4/25/2022,2022-H57 ,291,0.3,0.2,14,21.7,291,True,0.36055512754639896
2209,4/25/2022,2022-H57 ,291,0.0,0.2,15,21.6,291,True,0.2
2210,4/25/2022,2022-H57 ,291,0.1,0.5,16,21.4,291,True,0.5099019513592785
2211,4/25/2022,2022-H57 ,654,0.1,0.2,17,21.4,654,True,0.223606797749979
2212,4/25/2022,2022-H58 ,G96,0.6,1.0,1,,G96,True,1.16619037896906
2213,4/25/2022,2022-H58 ,G96,0.3,1.1,2,19.75,G96,True,1.140175425099138
2214,4/25/2022,2022-H58 ,G96,0.4,0.2,3,19.95,G96,True,0.447213595499958
2215,4/25/2022,2022-H58 ,G96,0.3,0.2,4,,G96,True,0.36055512754639896
2216,4/25/2022,2022-H58 ,I52,0.1,0.2,5,18.85,I52,True,0.223606797749979
2217,4/25/2022,2022-H58 ,I52,0.2,0.1,6,19.35,I52,True,0.223606797749979
2218,4/25/2022,2022-H58 ,I52,0.5,0.7,7,18.86,I52,True,0.8602325267042626
2219,4/25/2022,2022-H58 ,I52,0.1,0.3,8,19.08,I52,True,0.31622776601683794
2220,4/25/2022,2022-H58 ,L01,0.7,0.1,9,19.1,L01,True,0.7071067811865475
2221,4/25/2022,2022-H58 ,L01,0.3,0.1,10,19.2,L01,True,0.31622776601683794
2222,4/25/2022,2022-H58 ,L01,0.3,0.3,11,19.9,L01,True,0.4242640687119285
2223,4/25/2022,2022-H58 ,L01,0.1,0.7,13,19.4,L01,True,0.7071067811865475
2224,4/25/2022,2022-H58 ,L01,0.2,0.4,14,19.3,L01,True,0.447213595499958
2225,4/25/2022,2022-H58 ,L01,0.4,0.0,15,20.3,L01,True,0.4
2226,4/25/2022,2022-H58 ,I93,0.1,0.1,16,19.9,I93,True,0.14142135623730953
2227,4/25/2022,2022-H58 ,I93,0.3,0.3,17,19.3,I93,True,0.4242640687119285
2228,4/25/2022,2022-H58 ,I93,0.2,0.2,18,19.6,I93,True,0.28284271247461906
2229,4/25/2022,2022-H58 ,958,0.8,0.6,19,19.6,958,True,1.0
2230,4/25/2022,2022-H58 ,958,0.1,0.2,20,19.5,958,True,0.223606797749979
2231,4/25/2022,2022-H58 ,958,0.7,1.2,21,19.6,958,True,1.3892443989449805
2232,4/25/2022,2022-H58 ,J95,0.2,0.3,22,18.9,J95,True,0.36055512754639896
2233,4/25/2022,2022-H58 ,J95,0.2,0.6,23,19.0,J95,True,0.6324555320336759
2234,4/25/2022,2022-H58 ,J95,0.1,0.1,25,19.3,J95,True,0.14142135623730953
2235,4/25/2022,2022-H58 ,J95,0.2,0.2,26,19.5,J95,True,0.28284271247461906
2236,4/25/2022,2022-H58 ,Y00,0.4,0.0,27,19.4,Y00,True,0.4
2237,4/25/2022,2022-H58 ,Y00,0.3,0.0,28,19.4,Y00,True,0.3
2238,4/25/2022,2022-H58 ,Y00,0.2,0.3,29,19.5,Y00,True,0.36055512754639896
2239,4/25/2022,2022-H58 ,654,0.1,0.1,30,19.4,654,True,0.14142135623730953
2240,4/25/2022,2022-H58 ,I52,0.2,0.1,31,19.04,I52,True,0.223606797749979
2241,4/25/2022,2022-H58 ,I52,0.2,0.0,32,19.52,I52,True,0.2
2242,4/25/2022,2022-H58 ,I52,0.0,0.1,33,19.23,I52,True,0.1
2243,4/25/2022,2022-H58 ,654,0.1,0.0,34,19.3,654,True,0.1
2244,4/25/2022,2022-H58 ,654,0.1,0.1,35,19.4,654,True,0.14142135623730953
2245,4/29/2022,2022-H115,G96,0.3,0.0,1,21.24,G96,True,0.3
2246,4/29/2022,2022-H115,G96,0.1,0.0,2,21.42,G96,True,0.1
2247,4/29/2022,2022-H115,G96,0.4,0.1,3,20.64,G96,True,0.4123105625617661
2248,4/29/2022,2022-H115,G96,0.5,0.0,4,20.86,G96,True,0.5
2249,4/29/2022,2022-H115,I52,0.1,0.2,5,20.94,I52,True,0.223606797749979
2250,4/29/2022,2022-H115,I52,0.1,0.2,6,21.17,I52,True,0.223606797749979
2251,4/29/2022,2022-H115,I52,0.0,0.4,7,20.76,I52,True,0.4
2252,4/29/2022,2022-H115,I52,0.1,0.1,8,21.2,I52,True,0.14142135623730953
2253,4/29/2022,2022-H115,033,0.2,0.2,9,20.7,033,True,0.28284271247461906
2254,4/29/2022,2022-H115,033,0.3,0.1,10,20.7,033,True,0.31622776601683794
2255,4/29/2022,2022-H115,033,0.3,0.2,11,20.6,033,True,0.36055512754639896
2256,4/29/2022,2022-H115,033,0.2,0.3,12,20.6,033,True,0.36055512754639896
2257,4/29/2022,2022-H115,598,0.1,0.1,13,21.7,598,True,0.14142135623730953
2258,4/29/2022,2022-H115,598,0.3,0.2,14,20.1,598,True,0.36055512754639896
2259,4/29/2022,2022-H115,598,0.3,0.1,15,20.3,598,True,0.31622776601683794
2260,4/29/2022,2022-H115,598,0.3,0.4,16,20.0,598,True,0.5
2261,4/29/2022,2022-H115,598,0.1,0.1,17,20.8,598,True,0.14142135623730953
2262,4/29/2022,2022-H115,I52,0.2,0.2,18,20.87,I52,True,0.28284271247461906
2263,4/29/2022,2022-H115,I52,1.2,0.0,19,19.21,I52,True,1.2
2264,4/29/2022,2022-H115,I52,0.4,0.3,20,20.12,I52,True,0.5
2265,4/29/2022,2022-H115,654,0.0,0.1,21,20.8,654,True,0.1
2266,4/29/2022,2022-H115,654,0.3,0.1,22,20.8,654,True,0.31622776601683794
2267,4/29/2022,2022-H115,654,0.1,0.1,23,20.8,654,True,0.14142135623730953
2268,4/30/2022,2022-H126,G96,0.2,0.1,1,20.43,G96,True,0.223606797749979
2269,4/30/2022,2022-H126,G96,0.2,0.0,2,20.34,G96,True,0.2
2270,4/30/2022,2022-H126,G96,0.1,0.2,3,20.61,G96,True,0.223606797749979
2271,4/30/2022,2022-H126,I52,0.3,0.3,4,19.9,I52,True,0.4242640687119285
2272,4/30/2022,2022-H126,I52,0.2,0.2,5,20.16,I52,True,0.28284271247461906
2273,4/30/2022,2022-H126,I52,0.0,0.1,6,20.31,I52,True,0.1
2274,4/30/2022,2022-H126,I52,0.1,0.1,7,20.04,I52,True,0.14142135623730953
2275,4/30/2022,2022-H126,J95,1.2,0.3,8,19.7,J95,True,1.2369316876852983
2276,4/30/2022,2022-H126,J95,0.5,0.4,9,20.0,J95,True,0.6403124237432849
2277,4/30/2022,2022-H126,807,0.1,0.5,10,20.1,807,True,0.5099019513592785
2278,4/30/2022,2022-H126,807,0.2,0.1,11,20.0,807,True,0.223606797749979
2279,4/30/2022,2022-H126,807,0.0,0.3,12,20.0,807,True,0.3
2280,4/30/2022,2022-H126,I52,0.2,0.3,13,20.22,I52,True,0.36055512754639896
2281,4/30/2022,2022-H126,I52,0.0,0.2,15,20.51,I52,True,0.2
2282,4/30/2022,2022-H126,I52,0.5,0.1,16,19.99,I52,True,0.5099019513592785
2283,4/30/2022,2022-H126,654,0.1,0.1,18,20.1,654,True,0.14142135623730953
2284,4/30/2022,2022-H126,654,0.0,0.0,19,19.9,654,True,0.0
2285,4/30/2022,2022-H132,G96,0.2,0.4,1,21.51,G96,True,0.447213595499958
2286,4/30/2022,2022-H132,G96,0.5,0.7,2,21.03,G96,True,0.8602325267042626
2287,4/30/2022,2022-H132,G96,0.1,0.1,3,20.72,G96,True,0.14142135623730953
2288,4/30/2022,2022-H132,G96,0.0,0.1,4,21.14,G96,True,0.1
2289,4/30/2022,2022-H132,I52,0.7,0.4,5,20.62,I52,True,0.8062257748298549
2290,4/30/2022,2022-H132,I52,0.1,0.1,6,20.85,I52,True,0.14142135623730953
2291,4/30/2022,2022-H132,I52,0.5,0.1,7,20.55,I52,True,0.5099019513592785
2292,4/30/2022,2022-H132,598,0.0,0.4,9,20.1,598,True,0.4
2293,4/30/2022,2022-H132,598,0.2,0.3,10,22.8,598,True,0.36055512754639896
2294,4/30/2022,2022-H132,598,0.1,0.1,11,20.4,598,True,0.14142135623730953
2295,4/30/2022,2022-H132,I52,0.2,0.0,12,20.3,I52,True,0.2
2296,4/30/2022,2022-H132,I52,0.1,0.5,13,20.47,I52,True,0.5099019513592785
2297,4/30/2022,2022-H132,I52,0.3,0.1,14,20.29,I52,True,0.31622776601683794
2298,4/30/2022,2022-H132,I52,0.7,0.9,15,19.75,I52,True,1.140175425099138
2299,4/30/2022,2022-H132,654,0.0,0.0,17,20.5,654,True,0.0
2300,4/30/2022,2022-H132,654,0.1,0.0,18,20.5,654,True,0.1
2301,4/30/2022,2022-H132,033,0.4,0.4,20,20.1,033,True,0.5656854249492381
2302,4/30/2022,2022-H132,033,0.7,0.0,21,20.1,033,True,0.7
2303,4/30/2022,2022-H132,033,0.2,0.2,22,20.6,033,True,0.28284271247461906
2304,5/2/2022,2022-J11 ,F52,0.1,0.2,1,20.35,F52,True,0.223606797749979
2305,5/2/2022,2022-J11 ,F52,0.1,0.0,2,20.73,F52,True,0.1
2306,5/2/2022,2022-J11 ,F52,0.0,0.1,3,20.61,F52,True,0.1
2307,5/2/2022,2022-J11 ,F52,0.1,0.1,4,20.77,F52,True,0.14142135623730953
2308,5/2/2022,2022-J11 ,F52,0.1,0.3,5,20.72,F52,True,0.31622776601683794
2309,5/2/2022,2022-J11 ,Y00,0.4,0.2,6,19.9,Y00,True,0.447213595499958
2310,5/2/2022,2022-J11 ,Y00,0.5,1.0,7,20.0,Y00,True,1.118033988749895
2311,5/2/2022,2022-J11 ,654,0.1,0.0,8,20.1,654,True,0.1
2312,5/2/2022,2022-J11 ,654,0.3,0.1,9,20.3,654,True,0.31622776601683794
2313,5/2/2022,2022-J11 ,I52,0.7,0.0,10,19.93,I52,True,0.7
2314,5/2/2022,2022-J11 ,I52,0.4,0.2,11,20.24,I52,True,0.447213595499958
2315,5/2/2022,2022-J11 ,I52,0.2,0.3,12,19.9,I52,True,0.36055512754639896
2316,5/2/2022,2022-J11 ,I52,0.0,0.0,13,19.6,I52,True,0.0
2317,5/2/2022,2022-J11 ,654,0.1,0.0,14,20.0,654,True,0.1
2318,5/2/2022,2022-J11 ,Y00,0.0,0.2,15,,Y00,True,0.2
2319,5/2/2022,2022-J11 ,Y00,0.2,0.0,16,18.6,Y00,True,0.2
2320,5/2/2022,2022-J11 ,Y00,0.1,0.2,17,18.8,Y00,True,0.223606797749979
2321,5/2/2022,2022-J13 ,703,0.7,0.0,1,19.4,703,True,0.7
2322,5/2/2022,2022-J13 ,703,0.7,0.1,2,18.9,703,True,0.7071067811865475
2323,5/2/2022,2022-J13 ,M22,0.7,0.1,3,18.72,M22,True,0.7071067811865475
2324,5/2/2022,2022-J13 ,M22,0.4,0.2,4,18.28,M22,True,0.447213595499958
2325,5/2/2022,2022-J13 ,M22,0.1,0.0,5,18.32,M22,True,0.1
2326,5/2/2022,2022-J13 ,M22,0.8,0.3,6,18.34,M22,True,0.8544003745317532
2327,5/2/2022,2022-J13 ,H21,0.1,0.3,7,18.5,H21,True,0.31622776601683794
2328,5/2/2022,2022-J13 ,H21,0.3,0.2,8,18.4,H21,True,0.36055512754639896
2329,5/2/2022,2022-J13 ,H21,0.2,0.1,9,18.6,H21,True,0.223606797749979
2330,5/2/2022,2022-J13 ,H21,0.3,0.2,10,18.5,H21,True,0.36055512754639896
2331,5/2/2022,2022-J13 ,I52,0.2,0.0,11,,I52,True,0.2
2332,5/2/2022,2022-J13 ,I52,0.1,0.0,12,18.53,I52,True,0.1
2333,5/2/2022,2022-J13 ,I52,0.0,0.0,13,18.39,I52,True,0.0
2334,5/2/2022,2022-J13 ,I52,0.1,0.1,14,18.39,I52,True,0.14142135623730953
2335,5/2/2022,2022-J13 ,G58,0.1,0.5,15,17.8,G58,True,0.5099019513592785
2336,5/2/2022,2022-J13 ,G58,0.1,0.2,16,17.6,G58,True,0.223606797749979
2337,5/2/2022,2022-J13 ,G58,0.6,0.1,17,17.4,G58,True,0.6082762530298219
2338,5/2/2022,2022-J13 ,G58,0.1,0.1,18,17.6,G58,True,0.14142135623730953
2339,5/2/2022,2022-J13 ,G58,0.9,0.2,19,17.2,G58,True,0.9219544457292888
2340,5/2/2022,2022-J13 ,654,0.1,0.0,20,18.3,654,True,0.1
2341,5/2/2022,2022-J13 ,703,0.2,0.1,21,18.48,703,True,0.223606797749979
2342,5/2/2022,2022-J13 ,703,0.6,0.2,22,18.28,703,True,0.6324555320336759
2343,5/2/2022,2022-J13 ,703,1.1,0.5,23,18.44,703,True,1.2083045973594573
2344,5/2/2022,2022-J13 ,703,1.2,0.4,24,18.5,703,True,1.2649110640673518
2345,5/2/2022,2022-J13 ,654,0.1,0.0,25,18.3,654,True,0.1
2346,5/2/2022,2022-J13 ,654,0.2,0.0,26,18.4,654,True,0.2
2347,5/2/2022,2022-J15 ,U68,0.6,0.2,1,19.9,U68,True,0.6324555320336759
2348,5/2/2022,2022-J15 ,U68,0.3,0.0,2,19.9,U68,True,0.3
2349,5/2/2022,2022-J15 ,U68,0.0,0.2,3,19.4,U68,True,0.2
2350,5/2/2022,2022-J15 ,U68,0.2,0.1,4,19.4,U68,True,0.223606797749979
2351,5/2/2022,2022-J15 ,F52,1.2,5.9,5,20.16,F52,True,6.020797289396148
2352,5/2/2022,2022-J15 ,K88,0.0,0.3,6,19.3,K88,True,0.3
2353,5/2/2022,2022-J15 ,K88,0.4,0.3,7,19.6,K88,True,0.5
2354,5/2/2022,2022-J15 ,K88,0.6,0.3,8,19.2,K88,True,0.6708203932499369
2355,5/2/2022,2022-J15 ,958,0.4,0.6,9,19.2,958,True,0.7211102550927979
2356,5/2/2022,2022-J15 ,958,0.8,0.7,10,19.6,958,True,1.063014581273465
2357,5/2/2022,2022-J15 ,958,0.8,0.2,11,19.6,958,True,0.8246211251235323
2358,5/2/2022,2022-J15 ,807,0.0,0.0,12,20.1,807,True,0.0
2359,5/2/2022,2022-J15 ,807,0.5,0.1,13,20.3,807,True,0.5099019513592785
2360,5/2/2022,2022-J15 ,807,0.3,0.2,14,19.9,807,True,0.36055512754639896
2361,5/2/2022,2022-J15 ,033,0.0,0.2,15,19.9,033,True,0.2
2362,5/2/2022,2022-J15 ,033,0.7,0.4,16,19.9,033,True,0.8062257748298549
2363,5/2/2022,2022-J15 ,033,0.4,0.0,17,19.6,033,True,0.4
2364,5/2/2022,2022-J15 ,033,0.1,0.3,18,20.0,033,True,0.31622776601683794
2365,5/2/2022,2022-J15 ,033,0.5,0.4,19,19.9,033,True,0.6403124237432849
2366,5/2/2022,2022-J15 ,Y00,0.0,0.3,20,19.4,Y00,True,0.3
2367,5/2/2022,2022-J15 ,Y00,0.2,0.1,21,19.4,Y00,True,0.223606797749979
2368,5/2/2022,2022-J15 ,Y00,0.3,0.2,22,19.8,Y00,True,0.36055512754639896
2369,5/2/2022,2022-J15 ,H21,0.3,0.2,23,,H21,True,0.36055512754639896
2370,5/2/2022,2022-J15 ,H21,0.1,0.1,24,20.2,H21,True,0.14142135623730953
2371,5/2/2022,2022-J15 ,H21,0.0,0.0,25,20.0,H21,True,0.0
2372,5/2/2022,2022-J15 ,H21,0.1,0.1,26,20.0,H21,True,0.14142135623730953
2373,5/2/2022,2022-J15 ,654,0.1,0.0,27,20.2,654,True,0.1
2374,5/2/2022,2022-J15 ,654,0.1,0.0,28,20.1,654,True,0.1
2375,5/2/2022,2022-J15 ,654,0.0,0.0,29,19.9,654,True,0.0
2376,5/4/2022,2022-J32 ,G96,0.0,0.3,1,20.73,G96,True,0.3
2377,5/4/2022,2022-J32 ,G96,0.5,0.4,2,21.07,G96,True,0.6403124237432849
2378,5/4/2022,2022-J32 ,G96,0.3,0.2,3,20.89,G96,True,0.36055512754639896
2379,5/4/2022,2022-J32 ,G96,0.4,0.1,4,20.96,G96,True,0.4123105625617661
2380,5/4/2022,2022-J32 ,I52,0.2,0.1,5,21.16,I52,True,0.223606797749979
2381,5/4/2022,2022-J32 ,I52,0.1,0.4,6,21.28,I52,True,0.4123105625617661
2382,5/4/2022,2022-J32 ,I52,0.1,0.2,7,21.28,I52,True,0.223606797749979
2383,5/4/2022,2022-J32 ,I52,0.5,0.7,8,20.64,I52,True,0.8602325267042626
2384,5/4/2022,2022-J32 ,033,0.7,0.1,9,21.0,033,True,0.7071067811865475
2385,5/4/2022,2022-J32 ,033,0.7,0.1,11,20.3,033,True,0.7071067811865475
2386,5/4/2022,2022-J32 ,033,0.1,0.0,12,21.0,033,True,0.1
2387,5/4/2022,2022-J32 ,Y00,0.0,0.2,13,20.0,Y00,True,0.2
2388,5/4/2022,2022-J32 ,Y00,0.3,0.1,14,20.2,Y00,True,0.31622776601683794
2389,5/4/2022,2022-J32 ,Y00,0.2,0.1,15,20.0,Y00,True,0.223606797749979
2390,5/4/2022,2022-J32 ,I52,0.3,0.1,16,,I52,True,0.31622776601683794
2391,5/4/2022,2022-J32 ,I52,0.4,0.2,17,20.49,I52,True,0.447213595499958
2392,5/4/2022,2022-J32 ,I52,0.1,0.5,18,20.55,I52,True,0.5099019513592785
2393,5/4/2022,2022-J32 ,I52,0.1,0.2,19,20.81,I52,True,0.223606797749979
2394,5/4/2022,2022-J32 ,654,0.1,0.0,21,20.5,654,True,0.1
2395,5/4/2022,2022-J32 ,654,0.1,0.0,22,20.5,654,True,0.1
2396,5/4/2022,2022-J32 ,654,0.1,0.1,23,20.5,654,True,0.14142135623730953
2397,5/4/2022,2022-J32 ,P93,0.3,0.4,24,19.7,P93,True,0.5
2398,5/4/2022,2022-J32 ,P93,0.1,0.2,25,19.7,P93,True,0.223606797749979
2399,5/4/2022,2022-J32 ,P93,0.4,1.0,26,19.5,P93,True,1.077032961426901
